presynaptic cell,postsynaptic cell,weight
URYDL,RMDDR,-0.003594
URYDL,RMDVL,0.006622
URYDL,RMED,0.001005
URYDL,RMEL,0.018725
URYDL,RMEV,-0.008064
URYDL,SMDDL,-0.003922
URYDL,SMDDR,-0.013003
URYDR,AVAR,0.023776
URYDR,AVBL,0.041110
URYDR,AVBR,-0.003527
URYDR,AVDR,-0.001790
URYDR,AVEL,0.003339
URYDR,AVER,0.015289
URYDR,IL1DR,0.026155
URYDR,OLLR,0.005332
URYDR,OLQDR,-0.000266
URYDR,RIBR,0.010103
URYDR,RIGR,0.007252
URYDR,RMDDL,0.007325
URYDR,RMDVR,0.018849
URYDR,RMED,-0.002573
URYDR,SMDDL,-0.003306
URYVL,AVAL,0.004233
URYVL,AVAR,-0.004162
URYVL,AVBL,0.024329
URYVL,AVBR,-0.005400
URYVL,AVER,0.025925
URYVL,IL1VL,0.014447
URYVL,OLLL,0.032193
URYVL,RIAL,-0.051670
URYVL,RIBL,0.023468
URYVL,RID,0.003026
URYVL,RIGL,-0.001683
URYVL,RIH,0.028821
URYVL,RIS,-0.000641
URYVL,RMDDL,-0.000602
URYVL,RMDR,0.034613
URYVL,RMDVR,0.010436
URYVL,SMDVR,0.021156
URYVR,AVAL,0.000597
URYVR,AVAR,0.005934
URYVR,AVBL,-0.010634
URYVR,AVBR,-0.000075
URYVR,AVDL,0.000863
URYVR,AVEL,-0.000014
URYVR,IL1VR,0.024526
URYVR,OLLR,0.026421
URYVR,RIAR,0.008311
URYVR,RIBR,-0.003640
URYVR,RIGR,0.004602
URYVR,RMDDR,0.006358
URYVR,RMDL,0.010842
URYVR,RMDVL,-0.003982
URYVR,RMEV,-0.006172
URYVR,SMDVL,-0.003266
VA1,AVAL,0.084317
VA1,DD1,0.156254
VB1,AVBL,-0.011693
VB1,AVKL,-0.000343
VB1,DB2,0.007969
VB1,DD1,0.044488
VB1,RIML,-0.003308
VB1,SAADL,-0.004167
VB1,SAADR,0.000145
VB1,SABD,0.055068
VB1,SMDVR,0.000724
VB1,VA1,0.013902
VB1,VB2,0.026295
VB2,AVBL,0.009845
VB2,AVBR,0.001049
VB2,DD1,-0.001068
VB2,RIGL,-0.006422
VB2,VB1,0.027012
